instance_id,summarizer_id,prompt_id,summary,question,answer,prediction,is_correct,is_intended_answer
d0844-A,59,a38d88c904b63d3c53303e67ed425291,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What did President Bush nominate his longtime lawyer and friend Harriet Miers for?,the US Supreme Court,White House counsel,FALSE,FALSE
d0844-A,59,d4aeb99da6b9521f0a6439261aff2c6b,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Who did the announcement initially draw kind words from but skepticism from some conservatives?,some Democrats,lawmakers and activists,FALSE,FALSE
d0844-A,59,dea3c83be71f99bae62949c2a0a2ffdc,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",The announcement initially drew kind words from some Democrats but what from some conservatives?,skepticism,bewildered,FALSE,FALSE
d0844-A,59,666f0d4121fe70f0dbcff8bb3a12f03c,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",The announcement initially drew kind words from some Democrats but skepticism from what?,some conservatives,right leaning lawmakers and activists,TRUE,TRUE
d0844-A,59,ba0f64ac77f7e75113c5ae2d85c530fc,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Who charged cronyism in the selection?,Some Bush critics,right leaning lawmakers and activists,FALSE,FALSE
d0844-A,59,5ee9aa56d611c905de57e49ca767f221,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What did some Bush critics charge in the selection?,cronyism,has given money to Democratic candidates,FALSE,FALSE
d0844-A,59,f012159d3566238cb6253903dfacdb68,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Some Bush critics charged cronyism in what?,the selection,White House counsel,FALSE,FALSE
d0844-A,59,2331a8cb3b2322773a0af199aab7a8fe,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Miers has few credentials of any kind to carry her into what?,confirmation hearings,White House counsel,FALSE,FALSE
d0844-A,59,dcf482e67914fb05a3ae0ea675a09537,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What did Bush state is part of Miers life that appeared to further inflame the controversy?,her religion,given money to Democratic candidates,FALSE,FALSE
d0844-A,59,8cab871e6490246a9dd5160e6ed6b420,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Who has nominated White House Counsel Harriet Miers to the Supreme Court?,President Bush,Harry Reid,FALSE,FALSE
d0844-A,59,293c0c255174204d40dbd9b74509f27e,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Who has President Bush nominated to the Supreme Court?,White House Counsel Harriet Miers,Miers,TRUE,TRUE
d0844-A,59,fe43fcc067326b51d9ba2ad97459c3d7,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What has President Bush nominated White House Counsel Harriet Miers to?,the Supreme Court,Justice Sandra Day O'Connor,FALSE,FALSE
d0844-A,59,9e4da1a77cda6e4a6e13a31c0d36d385,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:","What is there to the nomination, with outrage expressed by conservatives such as Pat Buchanan and Charles Krauthammer?",increasingly strong opposition,bewildered,FALSE,FALSE
d0844-A,59,93a277814f2a0dfe209701a1908007b0,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:","What is there increasingly strong opposition to, with outrage expressed by conservatives such as Pat Buchanan and Charles Krauthammer?",the nomination,the choice of a relatively little-known White House counsel,TRUE,TRUE
d0844-A,59,af9bc5a40913707602d685e9271e8fac,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",How is there increasingly strong opposition to the nomination expressed by conservatives such as Pat Buchanan and Charles Krauthammer?,outrage,bewildered,FALSE,FALSE
d0844-A,59,9e13722746747a0ce0d62e513b7a9f99,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:","There is increasingly strong opposition to the nomination, with outrage expressed by who?",conservatives,Several right leaning lawmakers and activists,TRUE,TRUE
d0844-A,59,75c44276cff5aaaaa2569e0d002bf146,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:","There is increasingly strong opposition to the nomination, with outrage expressed by conservatives such as who?",Pat Buchanan,Several right leaning lawmakers and activists,FALSE,FALSE
d0844-A,59,995e4703f96df142eb6b48b180dadb48,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What are the objections to her nomination?,The major objections,relatively little-known White House counsel who has given money to Democratic candidates,FALSE,FALSE
d0844-A,59,83b7f2ee1b889d440447bc46f50b8b43,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",Who has the major objections that the nomination looks like cronyism?,she,right leaning lawmakers and activists,FALSE,FALSE
d0844-A,59,0d2446c70d0e3364c1b8c77557599808,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What are the major objections?,few credentials,relatively little-known White House counsel who has given money to Democratic candidates,FALSE,FALSE
d0844-A,59,22d19d3778883b1b3ce4a54fa22933a4,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What are the major objections?,the nomination,relatively little-known White House counsel who has given money to Democratic candidates,FALSE,FALSE
d0844-A,59,343a6fd8173d5fa99805535609eec0de,"Several right leaning lawmakers and activists seemed bewildered by the choice of a relatively little-known White House counsel who has given money to Democratic candidates and who was recommended for the job by Minority Leader Harry Reid, D Nev. "" If confirmed, Miers, a former Dallas lawyer, would replace Justice Sandra Day O'Connor, who announced her retirement plans earlier this year. She came to Washington with Bush in 2001 as staff secretary and became deputy chief of staff before becoming the top White House lawyer when Alberto Gonzales became attorney general. "" My first reaction is a simple one:",What are the major objections?,cronyism,relatively little-known White House counsel who has given money to Democratic candidates,FALSE,FALSE
d0844-A,44,a38d88c904b63d3c53303e67ed425291,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did President Bush nominate his longtime lawyer and friend Harriet Miers for?,the US Supreme Court,to fill a vacancy on the US Supreme Court,TRUE,TRUE
d0844-A,44,d4aeb99da6b9521f0a6439261aff2c6b,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Who did the announcement initially draw kind words from but skepticism from some conservatives?,some Democrats,key senators,FALSE,FALSE
d0844-A,44,dea3c83be71f99bae62949c2a0a2ffdc,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",The announcement initially drew kind words from some Democrats but what from some conservatives?,skepticism,hostility to silence to praise,FALSE,FALSE
d0844-A,44,ba0f64ac77f7e75113c5ae2d85c530fc,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Who charged cronyism in the selection?,Some Bush critics,a top-ranking Democrat,FALSE,FALSE
d0844-A,44,5ee9aa56d611c905de57e49ca767f221,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did some Bush critics charge in the selection?,cronyism,"""wink and a nod""",FALSE,FALSE
d0844-A,44,f012159d3566238cb6253903dfacdb68,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Some Bush critics charged cronyism in what?,the selection,pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court,TRUE,TRUE
d0844-A,44,441f9cb85ecfb33a488dd5d187b5b0a7,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Who has few credentials of any kind to carry her into confirmation hearings and little experience in constitutional law?,Miers,Harriet Miers,TRUE,TRUE
d0844-A,44,6abbba8b965e1d8c8e1cb2c05de9fc7e,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did Bush state about Miers life that appeared to further inflame the controversy?,part,religious beliefs,FALSE,FALSE
d0844-A,44,4a2330c60e097c4abbf3fb441b7f652f,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Bush stated that part of what is her religion and that appeared to further inflame the controversy?,Miers life,religious beliefs figured into her nomination,TRUE,TRUE
d0844-A,44,dcf482e67914fb05a3ae0ea675a09537,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did Bush state is part of Miers life that appeared to further inflame the controversy?,her religion,religious beliefs,TRUE,TRUE
d0844-A,44,37ac4e764a82e59a3b85e29772d68765,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Bush stated that part of Miers life is her religion and that appeared to further inflame what?,the controversy,Conservative outrage,TRUE,TRUE
d0844-A,44,28fccec212f774497e19b8fe885e65ee,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Who continued to deride Miers'nomination and called for its withdrawal?,Conservatives,activists,TRUE,FALSE
d0844-A,44,95c0d6032f470449118df630e9bc4117,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What did conservatives continue to deride and called for its withdrawal?,Miers ' nomination,pick of Texas lawyer Harriet Miers,TRUE,TRUE
d0844-A,44,e92e488e4fe8fdf4a26252843001f9e3,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Conservatives continued to deride Miers'nomination and called for what?,its withdrawal,withdraw her nomination,TRUE,TRUE
d0844-A,44,9e4da1a77cda6e4a6e13a31c0d36d385,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.","What is there to the nomination, with outrage expressed by conservatives such as Pat Buchanan and Charles Krauthammer?",increasingly strong opposition,reaction from key senators and groups ranging from hostility to silence to praise.,FALSE,FALSE
d0844-A,44,93a277814f2a0dfe209701a1908007b0,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.","What is there increasingly strong opposition to, with outrage expressed by conservatives such as Pat Buchanan and Charles Krauthammer?",the nomination,pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court,TRUE,TRUE
d0844-A,44,af9bc5a40913707602d685e9271e8fac,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",How is there increasingly strong opposition to the nomination expressed by conservatives such as Pat Buchanan and Charles Krauthammer?,outrage,ranging from hostility to silence to praise.,FALSE,FALSE
d0844-A,44,9e13722746747a0ce0d62e513b7a9f99,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.","There is increasingly strong opposition to the nomination, with outrage expressed by who?",conservatives,activists,FALSE,FALSE
d0844-A,44,75c44276cff5aaaaa2569e0d002bf146,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.","There is increasingly strong opposition to the nomination, with outrage expressed by conservatives such as who?",Pat Buchanan,key senators,FALSE,FALSE
d0844-A,44,995e4703f96df142eb6b48b180dadb48,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What are the objections to her nomination?,The major objections,ranging from hostility to silence to praise.,FALSE,FALSE
d0844-A,44,83b7f2ee1b889d440447bc46f50b8b43,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",Who has the major objections that the nomination looks like cronyism?,she,key senators and groups,FALSE,FALSE
d0844-A,44,0d2446c70d0e3364c1b8c77557599808,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What are the major objections?,few credentials,religious beliefs,TRUE,FALSE
d0844-A,44,22d19d3778883b1b3ce4a54fa22933a4,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What are the major objections?,the nomination,religious beliefs,TRUE,FALSE
d0844-A,44,343a6fd8173d5fa99805535609eec0de,"Conservative outrage over President George W. Bush's controversial pick of Texas lawyer Harriet Miers to fill a vacancy on the US Supreme Court was unabated Sunday as activists called on the White House to withdraw her nomination. President George W. Bush said Wednesday that Harriet Miers' religious beliefs figured into her nomination to the Supreme Court as a top-ranking Democrat warned against any ""wink and a nod"" campaign for confirmation. President Bush's nomination of Harriet Miers for the Supreme Court splintered the Republican Party's conservative base, with reaction from key senators and groups ranging from hostility to silence to praise.",What are the major objections?,cronyism,religious beliefs,TRUE,FALSE
